State,category,value,year
Rhode Island,FossFuelC,178774.0,2014
South Carolina,FossFuelC,1021676.0,2014
South Dakota,FossFuelC,230463.0,2014
Tennessee,FossFuelC,1411675.0,2014
Texas,FossFuelC,11752655.0,2014
Utah,FossFuelC,875384.0,2014
Vermont,FossFuelC,90377.0,2014
Virginia,FossFuelC,1500290.0,2014
Washington,FossFuelC,1092335.0,2014
West Virginia,FossFuelC,1163308.0,2014
Wisconsin,FossFuelC,1437711.0,2014
Wyoming,FossFuelC,803967.0,2014
District of Columbia,FossFuelC,55217.0,2014
Alabama,GeoC,138.0,2010
Alaska,GeoC,153.0,2010
Arizona,GeoC,339.0,2010
Arkansas,GeoC,773.0,2010
California,GeoC,124981.0,2010
Colorado,GeoC,721.0,2010
Connecticut,GeoC,20.0,2010
Delaware,GeoC,414.0,2010
Florida,GeoC,9516.0,2010
Georgia,GeoC,300.0,2010
Hawaii,GeoC,1964.0,2010
Idaho,GeoC,2120.0,2010
Illinois,GeoC,1965.0,2010
Indiana,GeoC,4408.0,2010
Iowa,GeoC,1170.0,2010
Kansas,GeoC,906.0,2010
Kentucky,GeoC,2544.0,2010
Louisiana,GeoC,1708.0,2010
Maine,GeoC,70.0,2010
Maryland,GeoC,548.0,2010
Massachusetts,GeoC,764.0,2010
Michigan,GeoC,4898.0,2010
Minnesota,GeoC,1035.0,2010
Mississippi,GeoC,855.0,2010
Missouri,GeoC,339.0,2010
Montana,GeoC,279.0,2010
Nebraska,GeoC,1151.0,2010
Nevada,GeoC,21631.0,2010
New Hampshire,GeoC,28.0,2010
New Jersey,GeoC,448.0,2010
New Mexico,GeoC,324.0,2010
New York,GeoC,1070.0,2010
North Carolina,GeoC,931.0,2010
North Dakota,GeoC,906.0,2010
Ohio,GeoC,3241.0,2010
Oklahoma,GeoC,23.0,2010
Oregon,GeoC,1114.0,2010
Pennsylvania,GeoC,2018.0,2010
Rhode Island,GeoC,20.0,2010
South Carolina,GeoC,624.0,2010
South Dakota,GeoC,1716.0,2010
Tennessee,GeoC,205.0,2010
Texas,GeoC,2316.0,2010
Utah,GeoC,3449.0,2010
Vermont,GeoC,28.0,2010
Virginia,GeoC,1569.0,2010
Washington,GeoC,1013.0,2010
West Virginia,GeoC,31.0,2010
Wisconsin,GeoC,592.0,2010
Wyoming,GeoC,598.0,2010
District of Columbia,GeoC,6.0,2010
Alabama,GeoC,135.0,2011
Alaska,GeoC,214.0,2011
Arizona,GeoC,345.0,2011
Arkansas,GeoC,750.0,2011
California,GeoC,124092.0,2011
Colorado,GeoC,741.0,2011
Connecticut,GeoC,19.0,2011
Delaware,GeoC,401.0,2011
Florida,GeoC,9799.0,2011
Georgia,GeoC,291.0,2011
Hawaii,GeoC,2183.0,2011
Idaho,GeoC,2164.0,2011
Illinois,GeoC,1905.0,2011
Indiana,GeoC,4499.0,2011
Iowa,GeoC,1359.0,2011
Kansas,GeoC,1005.0,2011
Kentucky,GeoC,2700.0,2011
Louisiana,GeoC,1891.0,2011
Maine,GeoC,68.0,2011
Maryland,GeoC,532.0,2011
Massachusetts,GeoC,962.0,2011
Michigan,GeoC,5088.0,2011
Minnesota,GeoC,1003.0,2011
Mississippi,GeoC,1074.0,2011
Missouri,GeoC,329.0,2011
Montana,GeoC,403.0,2011
Nebraska,GeoC,1195.0,2011
Nevada,GeoC,22419.0,2011
New Hampshire,GeoC,27.0,2011
New Jersey,GeoC,435.0,2011
New Mexico,GeoC,442.0,2011
New York,GeoC,1283.0,2011
North Carolina,GeoC,903.0,2011
North Dakota,GeoC,1001.0,2011
Ohio,GeoC,3372.0,2011
Oklahoma,GeoC,23.0,2011
Oregon,GeoC,1286.0,2011
Pennsylvania,GeoC,2180.0,2011
Rhode Island,GeoC,127.0,2011
South Carolina,GeoC,605.0,2011
South Dakota,GeoC,1962.0,2011
Tennessee,GeoC,199.0,2011
Texas,GeoC,2488.0,2011
Utah,GeoC,4027.0,2011
Vermont,GeoC,27.0,2011
Virginia,GeoC,1764.0,2011
Washington,GeoC,1262.0,2011
West Virginia,GeoC,30.0,2011
Wisconsin,GeoC,574.0,2011
Wyoming,GeoC,670.0,2011
District of Columbia,GeoC,59.0,2011
Alabama,GeoC,141.0,2012
Alaska,GeoC,186.0,2012
Arizona,GeoC,345.0,2012
Arkansas,GeoC,808.0,2012
California,GeoC,121269.0,2012
Colorado,GeoC,759.0,2012
Connecticut,GeoC,21.0,2012
Delaware,GeoC,430.0,2012
Florida,GeoC,10056.0,2012
Georgia,GeoC,315.0,2012
Hawaii,GeoC,2491.0,2012
Idaho,GeoC,2213.0,2012
Illinois,GeoC,2042.0,2012
Indiana,GeoC,4647.0,2012
Iowa,GeoC,1281.0,2012
Kansas,GeoC,974.0,2012
Kentucky,GeoC,2712.0,2012
Louisiana,GeoC,1842.0,2012
Maine,GeoC,72.0,2012
Maryland,GeoC,570.0,2012
Massachusetts,GeoC,859.0,2012
Michigan,GeoC,5193.0,2012
Minnesota,GeoC,1075.0,2012
Mississippi,GeoC,958.0,2012
Missouri,GeoC,352.0,2012
Montana,GeoC,337.0,2012
Nebraska,GeoC,1212.0,2012
Nevada,GeoC,23886.0,2012
New Hampshire,GeoC,29.0,2012
New Jersey,GeoC,466.0,2012
New Mexico,GeoC,368.0,2012
New York,GeoC,1185.0,2012
North Carolina,GeoC,967.0,2012
North Dakota,GeoC,978.0,2012
Ohio,GeoC,3435.0,2012
Oklahoma,GeoC,24.0,2012
Oregon,GeoC,1476.0,2012
Pennsylvania,GeoC,2162.0,2012
Rhode Island,GeoC,57.0,2012
South Carolina,GeoC,648.0,2012
South Dakota,GeoC,1868.0,2012
Tennessee,GeoC,213.0,2012
Texas,GeoC,2478.0,2012
Utah,GeoC,3993.0,2012
Vermont,GeoC,29.0,2012
Virginia,GeoC,1701.0,2012
Washington,GeoC,1136.0,2012
West Virginia,GeoC,32.0,2012
Wisconsin,GeoC,615.0,2012
Wyoming,GeoC,663.0,2012
District of Columbia,GeoC,22.0,2012
Alabama,GeoC,141.0,2013
Alaska,GeoC,186.0,2013
Arizona,GeoC,345.0,2013
Arkansas,GeoC,808.0,2013
California,GeoC,119556.0,2013
Colorado,GeoC,759.0,2013
Connecticut,GeoC,21.0,2013
Delaware,GeoC,430.0,2013
Florida,GeoC,10056.0,2013
Georgia,GeoC,315.0,2013
Hawaii,GeoC,2630.0,2013
Idaho,GeoC,1881.0,2013
Illinois,GeoC,2042.0,2013
Indiana,GeoC,4647.0,2013
Iowa,GeoC,1281.0,2013
Kansas,GeoC,974.0,2013
Kentucky,GeoC,2712.0,2013
Louisiana,GeoC,1842.0,2013
Maine,GeoC,72.0,2013
Maryland,GeoC,570.0,2013
Massachusetts,GeoC,859.0,2013
Michigan,GeoC,5193.0,2013
Minnesota,GeoC,1075.0,2013
Mississippi,GeoC,958.0,2013
Missouri,GeoC,352.0,2013
Montana,GeoC,337.0,2013
Nebraska,GeoC,1212.0,2013
Nevada,GeoC,27022.0,2013
New Hampshire,GeoC,29.0,2013
New Jersey,GeoC,466.0,2013
New Mexico,GeoC,368.0,2013
New York,GeoC,1185.0,2013
North Carolina,GeoC,967.0,2013
North Dakota,GeoC,978.0,2013
Ohio,GeoC,3435.0,2013
Oklahoma,GeoC,24.0,2013
Oregon,GeoC,2803.0,2013
Pennsylvania,GeoC,2162.0,2013
Rhode Island,GeoC,57.0,2013
South Carolina,GeoC,648.0,2013
South Dakota,GeoC,1868.0,2013
Tennessee,GeoC,213.0,2013
Texas,GeoC,2478.0,2013
Utah,GeoC,3851.0,2013
Vermont,GeoC,29.0,2013
Virginia,GeoC,1701.0,2013
Washington,GeoC,1136.0,2013
West Virginia,GeoC,32.0,2013
Wisconsin,GeoC,615.0,2013
Wyoming,GeoC,663.0,2013
District of Columbia,GeoC,22.0,2013
Alabama,GeoC,141.0,2014
Alaska,GeoC,186.0,2014
Arizona,GeoC,345.0,2014
Arkansas,GeoC,808.0,2014
California,GeoC,117226.0,2014
Colorado,GeoC,759.0,2014
Connecticut,GeoC,21.0,2014
Delaware,GeoC,430.0,2014
Florida,GeoC,10056.0,2014
Georgia,GeoC,315.0,2014
Hawaii,GeoC,2422.0,2014
Idaho,GeoC,2252.0,2014
Illinois,GeoC,2042.0,2014
Indiana,GeoC,4647.0,2014
Iowa,GeoC,1281.0,2014
Kansas,GeoC,974.0,2014
Kentucky,GeoC,2712.0,2014
Louisiana,GeoC,1842.0,2014
Maine,GeoC,72.0,2014
Maryland,GeoC,570.0,2014
Massachusetts,GeoC,859.0,2014
Michigan,GeoC,5193.0,2014
Minnesota,GeoC,1075.0,2014
Mississippi,GeoC,958.0,2014
Missouri,GeoC,352.0,2014
Montana,GeoC,337.0,2014
Nebraska,GeoC,1212.0,2014
Nevada,GeoC,27499.0,2014
New Hampshire,GeoC,29.0,2014
New Jersey,GeoC,466.0,2014
New Mexico,GeoC,451.0,2014
New York,GeoC,1185.0,2014
North Carolina,GeoC,967.0,2014
North Dakota,GeoC,978.0,2014
Ohio,GeoC,3435.0,2014
Oklahoma,GeoC,24.0,2014
Oregon,GeoC,2977.0,2014
Pennsylvania,GeoC,2162.0,2014
Rhode Island,GeoC,57.0,2014
South Carolina,GeoC,648.0,2014
South Dakota,GeoC,1868.0,2014
Tennessee,GeoC,213.0,2014
Texas,GeoC,2478.0,2014
Utah,GeoC,5769.0,2014
Vermont,GeoC,29.0,2014
Virginia,GeoC,1701.0,2014
Washington,GeoC,1136.0,2014
West Virginia,GeoC,32.0,2014
Wisconsin,GeoC,615.0,2014
Wyoming,GeoC,663.0,2014
District of Columbia,GeoC,22.0,2014
Alabama,GeoP,0.0,2010
Alaska,GeoP,0.0,2010
Arizona,GeoP,0.0,2010
Arkansas,GeoP,0.0,2010
California,GeoP,12600.0,2010
Colorado,GeoP,0.0,2010
Connecticut,GeoP,0.0,2010
Delaware,GeoP,0.0,2010
Florida,GeoP,0.0,2010
Georgia,GeoP,0.0,2010
Hawaii,GeoP,201.0,2010
Idaho,GeoP,72.0,2010
Illinois,GeoP,0.0,2010
Indiana,GeoP,0.0,2010
Iowa,GeoP,0.0,2010
Kansas,GeoP,0.0,2010
Kentucky,GeoP,0.0,2010
Louisiana,GeoP,0.0,2010
Maine,GeoP,0.0,2010
Maryland,GeoP,0.0,2010
Massachusetts,GeoP,0.0,2010
Michigan,GeoP,0.0,2010
Minnesota,GeoP,0.0,2010
Mississippi,GeoP,0.0,2010
Missouri,GeoP,0.0,2010
Montana,GeoP,0.0,2010
Nebraska,GeoP,0.0,2010
Nevada,GeoP,2070.0,2010
New Hampshire,GeoP,0.0,2010
New Jersey,GeoP,0.0,2010
New Mexico,GeoP,0.0,2010
New York,GeoP,0.0,2010
North Carolina,GeoP,0.0,2010
North Dakota,GeoP,0.0,2010
Ohio,GeoP,0.0,2010
Oklahoma,GeoP,0.0,2010
Oregon,GeoP,0.0,2010
Pennsylvania,GeoP,0.0,2010
Rhode Island,GeoP,0.0,2010
South Carolina,GeoP,0.0,2010
South Dakota,GeoP,0.0,2010
Tennessee,GeoP,0.0,2010
Texas,GeoP,0.0,2010
Utah,GeoP,277.0,2010
Vermont,GeoP,0.0,2010
Virginia,GeoP,0.0,2010
Washington,GeoP,0.0,2010
West Virginia,GeoP,0.0,2010
Wisconsin,GeoP,0.0,2010
Wyoming,GeoP,0.0,2010
District of Columbia,GeoP,0.0,2010
Alabama,GeoP,0.0,2011
Alaska,GeoP,0.0,2011
Arizona,GeoP,0.0,2011
Arkansas,GeoP,0.0,2011
California,GeoP,12552.0,2011
Colorado,GeoP,0.0,2011
Connecticut,GeoP,0.0,2011
Delaware,GeoP,0.0,2011
Florida,GeoP,0.0,2011
Georgia,GeoP,0.0,2011
Hawaii,GeoP,224.0,2011
Idaho,GeoP,63.0,2011
Illinois,GeoP,0.0,2011
Indiana,GeoP,0.0,2011
Iowa,GeoP,0.0,2011
Kansas,GeoP,0.0,2011
Kentucky,GeoP,0.0,2011
Louisiana,GeoP,0.0,2011
Maine,GeoP,0.0,2011
Maryland,GeoP,0.0,2011
Massachusetts,GeoP,0.0,2011
Michigan,GeoP,0.0,2011
Minnesota,GeoP,0.0,2011
Mississippi,GeoP,0.0,2011
Missouri,GeoP,0.0,2011
Montana,GeoP,0.0,2011
Nebraska,GeoP,0.0,2011
Nevada,GeoP,2146.0,2011
New Hampshire,GeoP,0.0,2011
New Jersey,GeoP,0.0,2011
New Mexico,GeoP,0.0,2011
New York,GeoP,0.0,2011
North Carolina,GeoP,0.0,2011
North Dakota,GeoP,0.0,2011
Ohio,GeoP,0.0,2011
Oklahoma,GeoP,0.0,2011
Oregon,GeoP,0.0,2011
Pennsylvania,GeoP,0.0,2011
Rhode Island,GeoP,0.0,2011
South Carolina,GeoP,0.0,2011
South Dakota,GeoP,0.0,2011
Tennessee,GeoP,0.0,2011
Texas,GeoP,0.0,2011
Utah,GeoP,330.0,2011
Vermont,GeoP,0.0,2011
Virginia,GeoP,0.0,2011
Washington,GeoP,0.0,2011
West Virginia,GeoP,0.0,2011
Wisconsin,GeoP,0.0,2011
Wyoming,GeoP,0.0,2011
District of Columbia,GeoP,0.0,2011
Alabama,GeoP,0.0,2012
Alaska,GeoP,0.0,2012
Arizona,GeoP,0.0,2012
Arkansas,GeoP,0.0,2012
California,GeoP,12519.0,2012
Colorado,GeoP,0.0,2012
Connecticut,GeoP,0.0,2012
Delaware,GeoP,0.0,2012
Florida,GeoP,0.0,2012
Georgia,GeoP,0.0,2012
Hawaii,GeoP,261.0,2012
Idaho,GeoP,75.0,2012
Illinois,GeoP,0.0,2012
Indiana,GeoP,0.0,2012
Iowa,GeoP,0.0,2012
Kansas,GeoP,0.0,2012
Kentucky,GeoP,0.0,2012
Louisiana,GeoP,0.0,2012
Maine,GeoP,0.0,2012
Maryland,GeoP,0.0,2012
Massachusetts,GeoP,0.0,2012
Michigan,GeoP,0.0,2012
Minnesota,GeoP,0.0,2012
Mississippi,GeoP,0.0,2012
Missouri,GeoP,0.0,2012
Montana,GeoP,0.0,2012
Nebraska,GeoP,0.0,2012
Nevada,GeoP,2347.0,2012
New Hampshire,GeoP,0.0,2012
New Jersey,GeoP,0.0,2012
New Mexico,GeoP,0.0,2012
New York,GeoP,0.0,2012
North Carolina,GeoP,0.0,2012
North Dakota,GeoP,0.0,2012
Ohio,GeoP,0.0,2012
Oklahoma,GeoP,0.0,2012
Oregon,GeoP,26.0,2012
Pennsylvania,GeoP,0.0,2012
Rhode Island,GeoP,0.0,2012
South Carolina,GeoP,0.0,2012
South Dakota,GeoP,0.0,2012
Tennessee,GeoP,0.0,2012
Texas,GeoP,0.0,2012
Utah,GeoP,335.0,2012
Vermont,GeoP,0.0,2012
Virginia,GeoP,0.0,2012
Washington,GeoP,0.0,2012
West Virginia,GeoP,0.0,2012
Wisconsin,GeoP,0.0,2012
Wyoming,GeoP,0.0,2012
District of Columbia,GeoP,0.0,2012
Alabama,GeoP,0.0,2013
Alaska,GeoP,0.0,2013
Arizona,GeoP,0.0,2013
Arkansas,GeoP,0.0,2013
California,GeoP,12307.0,2013
Colorado,GeoP,0.0,2013
Connecticut,GeoP,0.0,2013
Delaware,GeoP,0.0,2013
Florida,GeoP,0.0,2013
Georgia,GeoP,0.0,2013
Hawaii,GeoP,275.0,2013
Idaho,GeoP,40.0,2013
Illinois,GeoP,0.0,2013
Indiana,GeoP,0.0,2013
Iowa,GeoP,0.0,2013
Kansas,GeoP,0.0,2013
Kentucky,GeoP,0.0,2013
Louisiana,GeoP,0.0,2013
Maine,GeoP,0.0,2013
Maryland,GeoP,0.0,2013
Massachusetts,GeoP,0.0,2013
Michigan,GeoP,0.0,2013
Minnesota,GeoP,0.0,2013
Mississippi,GeoP,0.0,2013
Missouri,GeoP,0.0,2013
Montana,GeoP,0.0,2013
Nebraska,GeoP,0.0,2013
Nevada,GeoP,2670.0,2013
New Hampshire,GeoP,0.0,2013
New Jersey,GeoP,0.0,2013
New Mexico,GeoP,0.0,2013
New York,GeoP,0.0,2013
North Carolina,GeoP,0.0,2013
North Dakota,GeoP,0.0,2013
Ohio,GeoP,0.0,2013
Oklahoma,GeoP,0.0,2013
Oregon,GeoP,165.0,2013
Pennsylvania,GeoP,0.0,2013
Rhode Island,GeoP,0.0,2013
South Carolina,GeoP,0.0,2013
South Dakota,GeoP,0.0,2013
Tennessee,GeoP,0.0,2013
Texas,GeoP,0.0,2013
Utah,GeoP,319.0,2013
Vermont,GeoP,0.0,2013
Virginia,GeoP,0.0,2013
Washington,GeoP,0.0,2013
West Virginia,GeoP,0.0,2013
Wisconsin,GeoP,0.0,2013
Wyoming,GeoP,0.0,2013
District of Columbia,GeoP,0.0,2013
Alabama,GeoP,0.0,2014
Alaska,GeoP,0.0,2014
Arizona,GeoP,0.0,2014
Arkansas,GeoP,0.0,2014
California,GeoP,12102.0,2014
Colorado,GeoP,0.0,2014
Connecticut,GeoP,0.0,2014
Delaware,GeoP,0.0,2014
Florida,GeoP,0.0,2014
Georgia,GeoP,0.0,2014
Hawaii,GeoP,254.0,2014
Idaho,GeoP,79.0,2014
Illinois,GeoP,0.0,2014
Indiana,GeoP,0.0,2014
Iowa,GeoP,0.0,2014
Kansas,GeoP,0.0,2014
Kentucky,GeoP,0.0,2014
Louisiana,GeoP,0.0,2014
Maine,GeoP,0.0,2014
Maryland,GeoP,0.0,2014
Massachusetts,GeoP,0.0,2014
Michigan,GeoP,0.0,2014
Minnesota,GeoP,0.0,2014
Mississippi,GeoP,0.0,2014
Missouri,GeoP,0.0,2014
Montana,GeoP,0.0,2014
Nebraska,GeoP,0.0,2014
Nevada,GeoP,2729.0,2014
New Hampshire,GeoP,0.0,2014
New Jersey,GeoP,0.0,2014
New Mexico,GeoP,9.0,2014
New York,GeoP,0.0,2014
North Carolina,GeoP,0.0,2014
North Dakota,GeoP,0.0,2014
Ohio,GeoP,0.0,2014
Oklahoma,GeoP,0.0,2014
Oregon,GeoP,183.0,2014
Pennsylvania,GeoP,0.0,2014
Rhode Island,GeoP,0.0,2014
South Carolina,GeoP,0.0,2014
South Dakota,GeoP,0.0,2014
Tennessee,GeoP,0.0,2014
Texas,GeoP,0.0,2014
Utah,GeoP,522.0,2014
Vermont,GeoP,0.0,2014
Virginia,GeoP,0.0,2014
Washington,GeoP,0.0,2014
West Virginia,GeoP,0.0,2014
Wisconsin,GeoP,0.0,2014
Wyoming,GeoP,0.0,2014
District of Columbia,GeoP,0.0,2014
Alabama,HydroC,84919.0,2010
Alaska,HydroC,13982.0,2010
Arizona,HydroC,64606.0,2010
Arkansas,HydroC,35697.0,2010
California,HydroC,326152.0,2010
Colorado,HydroC,15398.0,2010
Connecticut,HydroC,3811.0,2010
Delaware,HydroC,0.0,2010
Florida,HydroC,1731.0,2010
Georgia,HydroC,32407.0,2010
Hawaii,HydroC,687.0,2010
Idaho,HydroC,89309.0,2010
Illinois,HydroC,1157.0,2010
Indiana,HydroC,4426.0,2010
Iowa,HydroC,9250.0,2010
Kansas,HydroC,129.0,2010
Kentucky,HydroC,25173.0,2010
Louisiana,HydroC,10817.0,2010
Maine,HydroC,37174.0,2010
Maryland,HydroC,16267.0,2010
Massachusetts,HydroC,9720.0,2010
Michigan,HydroC,12200.0,2010
Minnesota,HydroC,8199.0,2010
Mississippi,HydroC,0.0,2010
Missouri,HydroC,15018.0,2010
Montana,HydroC,91849.0,2010
Nebraska,HydroC,12818.0,2010
Nevada,HydroC,21047.0,2010
New Hampshire,HydroC,14415.0,2010
New Jersey,HydroC,177.0,2010
New Mexico,HydroC,2117.0,2010
New York,HydroC,248502.0,2010
North Carolina,HydroC,46405.0,2010
North Dakota,HydroC,19923.0,2010
Ohio,HydroC,4186.0,2010
Oklahoma,HydroC,27403.0,2010
Oregon,HydroC,297970.0,2010
Pennsylvania,HydroC,22753.0,2010
Rhode Island,HydroC,36.0,2010
South Carolina,HydroC,23185.0,2010
South Dakota,HydroC,51110.0,2010
Tennessee,HydroC,79392.0,2010
Texas,HydroC,12310.0,2010
Utah,HydroC,6785.0,2010
Vermont,HydroC,13140.0,2010
Virginia,HydroC,14636.0,2010
Washington,HydroC,666221.0,2010
West Virginia,HydroC,13340.0,2010
Wisconsin,HydroC,20603.0,2010
Wyoming,HydroC,9989.0,2010
District of Columbia,HydroC,0.0,2010
Alabama,HydroC,86313.0,2011
Alaska,HydroC,13066.0,2011
Arizona,HydroC,89135.0,2011
Arkansas,HydroC,28738.0,2011
California,HydroC,413488.0,2011
Colorado,HydroC,20235.0,2011
Connecticut,HydroC,5513.0,2011
Delaware,HydroC,0.0,2011
Florida,HydroC,1769.0,2011
Georgia,HydroC,26282.0,2011
Hawaii,HydroC,905.0,2011
Idaho,HydroC,130241.0,2011
Illinois,HydroC,1365.0,2011
Indiana,HydroC,3972.0,2011
Iowa,HydroC,8991.0,2011
Kansas,HydroC,143.0,2011
Kentucky,HydroC,28850.0,2011
Louisiana,HydroC,10144.0,2011
Maine,HydroC,38660.0,2011
Maryland,HydroC,24748.0,2011
Massachusetts,HydroC,11161.0,2011
Michigan,HydroC,13188.0,2011
Minnesota,HydroC,7250.0,2011
Mississippi,HydroC,0.0,2011
Missouri,HydroC,11515.0,2011
Montana,HydroC,122382.0,2011
Nebraska,HydroC,15713.0,2011
Nevada,HydroC,21284.0,2011
New Hampshire,HydroC,15592.0,2011
New Jersey,HydroC,237.0,2011
New Mexico,HydroC,1892.0,2011
New York,HydroC,272019.0,2011
North Carolina,HydroC,37828.0,2011
North Dakota,HydroC,25068.0,2011
Ohio,HydroC,3728.0,2011
Oklahoma,HydroC,14641.0,2011
Oregon,HydroC,411131.0,2011
Pennsylvania,HydroC,31258.0,2011
Rhode Island,HydroC,72.0,2011
South Carolina,HydroC,15100.0,2011
South Dakota,HydroC,64205.0,2011
Tennessee,HydroC,93037.0,2011
Texas,HydroC,5471.0,2011
Utah,HydroC,11952.0,2011
Vermont,HydroC,13843.0,2011
Virginia,HydroC,11760.0,2011
Washington,HydroC,892101.0,2011
West Virginia,HydroC,14118.0,2011
Wisconsin,HydroC,20859.0,2011
Wyoming,HydroC,11890.0,2011
District of Columbia,HydroC,0.0,2011
Alabama,HydroC,70754.0,2012
Alaska,HydroC,14988.0,2012
Arizona,HydroC,63918.0,2012
Arkansas,HydroC,20921.0,2012
California,HydroC,255384.0,2012
Colorado,HydroC,14247.0,2012
Connecticut,HydroC,2970.0,2012
Delaware,HydroC,0.0,2012
Florida,HydroC,1432.0,2012
Georgia,HydroC,21281.0,2012
Hawaii,HydroC,1090.0,2012
Idaho,HydroC,104109.0,2012
Illinois,HydroC,1058.0,2012
Indiana,HydroC,4125.0,2012
Iowa,HydroC,7291.0,2012
Kansas,HydroC,99.0,2012
Kentucky,HydroC,22475.0,2012
Louisiana,HydroC,6470.0,2012
Maine,HydroC,35519.0,2012
Maryland,HydroC,15764.0,2012
Massachusetts,HydroC,8683.0,2012
Michigan,HydroC,11561.0,2012
Minnesota,HydroC,5339.0,2012
Mississippi,HydroC,0.0,2012
Missouri,HydroC,6797.0,2012
Montana,HydroC,107373.0,2012
Nebraska,HydroC,11962.0,2012
Nevada,HydroC,23223.0,2012
New Hampshire,HydroC,12270.0,2012
New Jersey,HydroC,102.0,2012
New Mexico,HydroC,2120.0,2012
New York,HydroC,234593.0,2012
North Carolina,HydroC,35475.0,2012
North Dakota,HydroC,23573.0,2012
Ohio,HydroC,3941.0,2012
Oklahoma,HydroC,10901.0,2012
Oregon,HydroC,375027.0,2012
Pennsylvania,HydroC,21334.0,2012
Rhode Island,HydroC,41.0,2012
South Carolina,HydroC,13515.0,2012
South Dakota,HydroC,56915.0,2012
Tennessee,HydroC,78942.0,2012
Texas,HydroC,5562.0,2012
Utah,HydroC,7116.0,2012
Vermont,HydroC,10555.0,2012
Virginia,HydroC,9933.0,2012
Washington,HydroC,851343.0,2012
West Virginia,HydroC,13622.0,2012
Wisconsin,HydroC,14486.0,2012
Wyoming,HydroC,8502.0,2012
District of Columbia,HydroC,0.0,2012
Alabama,HydroC,123071.0,2013
Alaska,HydroC,13696.0,2013
Arizona,HydroC,56432.0,2013
Arkansas,HydroC,25329.0,2013
California,HydroC,226643.0,2013
Colorado,HydroC,11572.0,2013
Connecticut,HydroC,3835.0,2013
Delaware,HydroC,0.0,2013
Florida,HydroC,2425.0,2013
Georgia,HydroC,35431.0,2013
Hawaii,HydroC,747.0,2013
Idaho,HydroC,80845.0,2013
Illinois,HydroC,1148.0,2013
Indiana,HydroC,3692.0,2013
Iowa,HydroC,7147.0,2013
Kansas,HydroC,139.0,2013
Kentucky,HydroC,31249.0,2013
Louisiana,HydroC,9966.0,2013
Maine,HydroC,33970.0,2013
Maryland,HydroC,16477.0,2013
Massachusetts,HydroC,9460.0,2013
Michigan,HydroC,13539.0,2013
Minnesota,HydroC,4877.0,2013
Mississippi,HydroC,0.0,2013
Missouri,HydroC,10843.0,2013
Montana,HydroC,91959.0,2013
Nebraska,HydroC,10723.0,2013
Nevada,HydroC,25588.0,2013
New Hampshire,HydroC,13617.0,2013
New Jersey,HydroC,174.0,2013
New Mexico,HydroC,876.0,2013
New York,HydroC,238270.0,2013
North Carolina,HydroC,65838.0,2013
North Dakota,HydroC,17674.0,2013
Ohio,HydroC,5240.0,2013
Oklahoma,HydroC,20781.0,2013
Oregon,HydroC,315785.0,2013
Pennsylvania,HydroC,24088.0,2013
Rhode Island,HydroC,42.0,2013
South Carolina,HydroC,30152.0,2013
South Dakota,HydroC,38761.0,2013
Tennessee,HydroC,118721.0,2013
Texas,HydroC,4580.0,2013
Utah,HydroC,4818.0,2013
Vermont,HydroC,12269.0,2013
Virginia,HydroC,11961.0,2013
Washington,HydroC,745678.0,2013
West Virginia,HydroC,16590.0,2013
Wisconsin,HydroC,18880.0,2013
Wyoming,HydroC,6782.0,2013
District of Columbia,HydroC,0.0,2013
Alabama,HydroC,90030.0,2014
Alaska,HydroC,14633.0,2014
Arizona,HydroC,58185.0,2014
Arkansas,HydroC,25104.0,2014
California,HydroC,157213.0,2014
Colorado,HydroC,16831.0,2014
Connecticut,HydroC,4127.0,2014
Delaware,HydroC,0.0,2014
Florida,HydroC,2010.0,2014
Georgia,HydroC,29142.0,2014
Hawaii,HydroC,895.0,2014
Idaho,HydroC,85611.0,2014
Illinois,HydroC,1258.0,2014
Indiana,HydroC,3530.0,2014
Iowa,HydroC,8356.0,2014
Kansas,HydroC,154.0,2014
Kentucky,HydroC,29895.0,2014
Louisiana,HydroC,10366.0,2014
Maine,HydroC,34457.0,2014
Maryland,HydroC,15364.0,2014
Massachusetts,HydroC,8579.0,2014
Michigan,HydroC,15216.0,2014
Minnesota,HydroC,5216.0,2014
Mississippi,HydroC,0.0,2014
Missouri,HydroC,6632.0,2014
Montana,HydroC,109201.0,2014
Nebraska,HydroC,11010.0,2014
Nevada,HydroC,22719.0,2014
New Hampshire,HydroC,13137.0,2014
New Jersey,HydroC,164.0,2014
New Mexico,HydroC,936.0,2014
New York,HydroC,248086.0,2014
North Carolina,HydroC,45230.0,2014
North Dakota,HydroC,24073.0,2014
Ohio,HydroC,4546.0,2014
Oklahoma,HydroC,13585.0,2014
Oregon,HydroC,335341.0,2014
Pennsylvania,HydroC,25117.0,2014
Rhode Island,HydroC,38.0,2014
South Carolina,HydroC,24432.0,2014
South Dakota,HydroC,52288.0,2014
Tennessee,HydroC,84645.0,2014
Texas,HydroC,3670.0,2014
Utah,HydroC,6018.0,2014
Vermont,HydroC,11177.0,2014
Virginia,HydroC,9084.0,2014
Washington,HydroC,755695.0,2014
West Virginia,HydroC,11811.0,2014
Wisconsin,HydroC,23507.0,2014
Wyoming,HydroC,8261.0,2014
District of Columbia,HydroC,0.0,2014
Alabama,HydroP,8704.0,2010
Alaska,HydroP,1433.0,2010
Arizona,HydroP,6622.0,2010
